Province,Datetime,Predicted_PM25
Chiang Mai,2026-07-31 10:00:00,0.0
Chiang Mai,2026-07-31 11:00:00,0.0
Chiang Mai,2026-07-31 12:00:00,0.0
Chiang Mai,2026-07-31 13:00:00,0.0
Chiang Mai,2026-07-31 14:00:00,0.0
Chiang Mai,2026-07-31 15:00:00,0.0
Chiang Mai,2026-07-31 16:00:00,0.0
Chiang Mai,2026-07-31 17:00:00,0.0
Chiang Mai,2026-07-31 18:00:00,0.0
Chiang Mai,2026-07-31 19:00:00,0.0
Chiang Mai,2026-07-31 20:00:00,0.0
Chiang Mai,2026-07-31 21:00:00,0.0
Chiang Mai,2026-07-31 22:00:00,0.0
Chiang Mai,2026-07-31 23:00:00,0.0
Chiang Mai,2026-08-01 00:00:00,0.0
Chiang Mai,2026-08-01 01:00:00,0.0
Chiang Mai,2026-08-01 02:00:00,0.0
Chiang Mai,2026-08-01 03:00:00,0.0
Chiang Mai,2026-08-01 04:00:00,0.0
Chiang Mai,2026-08-01 05:00:00,0.0
Chiang Mai,2026-08-01 06:00:00,0.0
Chiang Mai,2026-08-01 07:00:00,0.0
Chiang Mai,2026-08-01 08:00:00,0.0
Chiang Mai,2026-08-01 09:00:00,0.0
Chiang Mai,2026-08-01 10:00:00,0.0
Chiang Mai,2026-08-01 11:00:00,0.0
Chiang Mai,2026-08-01 12:00:00,0.0
Chiang Mai,2026-08-01 13:00:00,0.0
Chiang Mai,2026-08-01 14:00:00,0.0
Chiang Mai,2026-08-01 15:00:00,0.0
Chiang Mai,2026-08-01 16:00:00,0.0
Chiang Mai,2026-08-01 17:00:00,0.0
Chiang Mai,2026-08-01 18:00:00,0.0
Chiang Mai,2026-08-01 19:00:00,0.0
Chiang Mai,2026-08-01 20:00:00,0.0
Chiang Mai,2026-08-01 21:00:00,0.0
Chiang Mai,2026-08-01 22:00:00,0.0
Chiang Mai,2026-08-01 23:00:00,0.0
Chiang Mai,2026-08-02 00:00:00,0.0
Chiang Mai,2026-08-02 01:00:00,0.0
Chiang Mai,2026-08-02 02:00:00,0.0
Chiang Mai,2026-08-02 03:00:00,0.0
Chiang Mai,2026-08-02 04:00:00,0.0
